100000 110
200000 63
300000 78
400000 94
500000 125
600000 187
700000 344
800000 453
900000 219
1000000 234
1100000 360
1200000 281
1300000 297
1400000 407
1500000 688
1600000 390
1700000 406
1800000 422
1900000 578
2000000 469
2100000 500
2200000 687
2300000 547
2400000 563
2500000 594
2600000 1172
2700000 640
2800000 657
2900000 687
3000000 703
3100000 735
3200000 750
3300000 781
3400000 1032
3500000 828
3600000 844
3700000 1078
3800000 906
3900000 1219
4000000 953
4100000 969
4200000 985
4300000 1016
4400000 1047
4500000 1062
4600000 1141
4700000 1109
4800000 1125
4900000 1156
5000000 1172
5100000 1187
5200000 1219
5300000 1235
5400000 1265
5500000 1281
5600000 1313
5700000 1328
5800000 1343
5900000 1375
6000000 1406
6100000 2266
6200000 1453
6300000 1484
6400000 1500
6500000 1532
6600000 1531
6700000 1563
6800000 2703
6900000 1610
7000000 2000
7100000 2687
7200000 2719
7300000 2719
7400000 1766
7500000 1860
7600000 1985
7700000 3062
7800000 3187
7900000 5016
8000000 6547
