100000 94
200000 63
300000 62
400000 109
500000 125
600000 141
700000 157
800000 187
900000 218
1000000 250
1100000 266
1200000 297
1300000 766
1400000 344
1500000 359
1600000 391
1700000 407
1800000 562
1900000 453
2000000 515
2100000 500
2200000 547
2300000 1078
2400000 593
2500000 594
2600000 641
2700000 672
2800000 656
2900000 688
3000000 906
3100000 734
3200000 750
3300000 969
3400000 797
3500000 1063
3600000 844
3700000 1594
3800000 891
3900000 922
4000000 938
4100000 1000
4200000 1031
4300000 1078
4400000 1094
4500000 1422
4600000 1141
4700000 1156
4800000 1172
4900000 1203
5000000 1218
5100000 2250
5200000 1281
5300000 1312
5400000 1313
5500000 1344
5600000 2250
5700000 1407
5800000 1422
5900000 1453
6000000 2375
6100000 2407
6200000 2437
6300000 1547
6400000 1578
6500000 1578
6600000 1610
6700000 1641
6800000 2781
6900000 1687
7000000 1719
7100000 2765
7200000 2797
7300000 2797
7400000 1844
7500000 1937
7600000 2032
7700000 3547
7800000 3219
7900000 4562
8000000 6626
