100000 125
200000 62
300000 94
400000 188
500000 156
600000 157
700000 297
800000 219
900000 250
1000000 235
1100000 343
1200000 438
1300000 297
1400000 313
1500000 781
1600000 391
1700000 953
1800000 875
1900000 406
2000000 953
2100000 453
2200000 1031
2300000 1250
2400000 1125
2500000 1359
2600000 672
2700000 1485
2800000 718
2900000 1125
3000000 766
3100000 1235
3200000 812
3300000 1281
3400000 844
3500000 1375
3600000 953
3700000 1297
3800000 1078
3900000 1047
4000000 1031
4100000 1078
4200000 1656
4300000 2016
4400000 1531
4500000 1547
4600000 1610
4700000 1328
4800000 1656
4900000 2359
5000000 1734
5100000 2516
5200000 2657
5300000 1844
5400000 1844
5500000 1875
5600000 1922
5700000 3000
5800000 3094
5900000 3281
6000000 2047
6100000 3251
6200000 2610
6300000 3282
6400000 3234
6500000 3562
6600000 4547
6700000 4594
6800000 4922
6900000 4688
7000000 5828
7100000 5907
7200000 6126
7300000 7297
7400000 8532
7500000 9766
7600000 11719
7700000 15219
7800000 19250
7900000 27735
8000000 50611
